Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Segment,Region,State,City,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount_%,Sales_Amount,Profit,Shipping_Cost,Ship_Mode
ORD-1155,25-07-2024,CUST014,Divya Chauhan,Corporate,South,Tamil Nadu,Coimbatore,Clothing,Men,Men Jeans,3,2500,0,7500,1529.61,230.01,Second Class
ORD-1156,28-07-2024,CUST007,Deepak Gupta,Corporate,West,Maharashtra,Pune,Clothing,Kids,Kids Shoes,2,1000,0.1,1800,483.19,214.33,Second Class
ORD-1157,24-07-2024,CUST002,Priya Patel,Consumer,North,Punjab,Chandigarh,Home & Kitchen,Appliances,Air Fryer,4,5500,0,22000,5274.39,82.7,First Class
ORD-1158,03-07-2024,CUST002,Priya Patel,Corporate,South,Tamil Nadu,Madurai,Clothing,Women,Women Dress,4,2200,0.1,7920,1601.21,396.9,Second Class
ORD-1159,13-07-2024,CUST018,Riya Kapoor,Consumer,South,Telangana,Hyderabad,Clothing,Women,Women Kurti,1,900,0,900,81.69,53.9,Second Class
ORD-1160,22-08-2024,CUST009,Vikram Joshi,Home Office,North,Delhi,New Delhi,Clothing,Women,Women Blazer,2,3200,0.15,5440,1361.01,183.12,Second Class
ORD-1161,26-08-2024,CUST024,Nisha Tiwari,Home Office,North,Uttar Pradesh,Kanpur,Home & Kitchen,Decor,Wall Clock,2,1500,0.2,2400,432.92,73.28,Second Class
ORD-1162,03-08-2024,CUST012,Meera Iyer,Home Office,North,Punjab,Amritsar,Electronics,Laptops,Dell Inspiron,5,55000,0,275000,40830,224.25,Same Day
ORD-1163,03-08-2024,CUST010,Pooja Reddy,Consumer,North,Uttar Pradesh,Lucknow,Clothing,Men,Men Jeans,3,2500,0,7500,830,450.02,First Class
ORD-1164,17-08-2024,CUST008,Anita Mehta,Consumer,West,Rajasthan,Jodhpur,Home & Kitchen,Decor,Wall Clock,1,1500,0.1,1350,329.12,300.93,Second Class
ORD-1165,12-08-2024,CUST014,Divya Chauhan,Corporate,South,Karnataka,Bengaluru,Home & Kitchen,Appliances,Mixer Grinder,3,3200,0.2,7680,1939.15,378.25,First Class
ORD-1166,22-08-2024,CUST018,Riya Kapoor,Corporate,East,Bihar,Patna,Electronics,Mobiles,iPhone 14,2,75000,0.1,135000,29057.67,205.12,Standard Class
ORD-1167,21-08-2024,CUST007,Deepak Gupta,Corporate,West,Gujarat,Vadodara,Clothing,Women,Women Shoes,3,2400,0.05,6840,1900.78,295.97,First Class
ORD-1168,19-08-2024,CUST007,Deepak Gupta,Consumer,East,Bihar,Gaya,Electronics,Laptops,Lenovo IdeaPad,4,45000,0.2,144000,39370.3,53.89,Second Class
ORD-1169,16-08-2024,CUST008,Anita Mehta,Corporate,South,Telangana,Warangal,Home & Kitchen,Appliances,Electric Kettle,4,1800,0.05,6840,1855.12,466.86,First Class
ORD-1170,05-08-2024,CUST007,Deepak Gupta,Consumer,West,Rajasthan,Jodhpur,Home & Kitchen,Decor,Photo Frame,4,600,0.2,1920,198.57,127.88,Same Day
ORD-1171,10-08-2024,CUST004,Sneha Verma,Home Office,North,Uttar Pradesh,Kanpur,Home & Kitchen,Decor,Table Lamp,4,1800,0.1,6480,1262.5,499.01,Standard Class
ORD-1172,19-08-2024,CUST006,Kavya Nair,Corporate,North,Punjab,Chandigarh,Electronics,Laptops,Lenovo IdeaPad,3,45000,0,135000,11408.48,343.27,Second Class
ORD-1173,23-08-2024,CUST005,Amit Singh,Corporate,South,Telangana,Warangal,Clothing,Women,Women Blazer,5,3200,0,16000,3238.38,83.21,Same Day
ORD-1174,11-08-2024,CUST010,Pooja Reddy,Consumer,North,Uttar Pradesh,Agra,Electronics,Mobiles,OnePlus 11,3,40000,0,120000,10048.05,129.86,Same Day
ORD-1175,19-08-2024,CUST012,Meera Iyer,Consumer,North,Uttar Pradesh,Noida,Home & Kitchen,Furniture,Office Chair,4,8500,0.05,32300,7857.74,131.93,Standard Class
ORD-1176,16-08-2024,CUST003,Rohit Kumar,Consumer,West,Rajasthan,Jodhpur,Home & Kitchen,Appliances,Induction Cooktop,5,4000,0.2,16000,3911.82,483.66,Same Day
ORD-1177,12-08-2024,CUST014,Divya Chauhan,Consumer,North,Delhi,Dwarka,Home & Kitchen,Decor,Wall Clock,2,1500,0.1,2700,542.39,208.92,Same Day
ORD-1178,21-08-2024,CUST024,Nisha Tiwari,Home Office,South,Tamil Nadu,Chennai,Home & Kitchen,Appliances,Toaster,3,2200,0,6600,1766.6,161.93,Same Day
ORD-1179,25-08-2024,CUST004,Sneha Verma,Home Office,South,Tamil Nadu,Chennai,Electronics,Laptops,MacBook Air,5,115000,0.2,460000,60571.18,335.56,Second Class
ORD-1180,16-08-2024,CUST003,Rohit Kumar,Consumer,South,Karnataka,Mangaluru,Home & Kitchen,Furniture,Study Table,3,6000,0.15,15300,2150.38,328.95,Standard Class
ORD-1181,16-08-2024,CUST018,Riya Kapoor,Corporate,East,Odisha,Bhubaneswar,Home & Kitchen,Appliances,Air Fryer,5,5500,0,27500,6959.98,171.57,Same Day
ORD-1182,25-08-2024,CUST003,Rohit Kumar,Home Office,West,Rajasthan,Jaipur,Home & Kitchen,Furniture,Study Table,4,6000,0,24000,5426.61,295.77,First Class
ORD-1183,18-08-2024,CUST008,Anita Mehta,Home Office,West,Maharashtra,Pune,Home & Kitchen,Furniture,Office Chair,5,8500,0,42500,3801.02,53.56,Standard Class
ORD-1184,27-08-2024,CUST004,Sneha Verma,Corporate,South,Tamil Nadu,Madurai,Clothing,Kids,Kids T-Shirt,1,600,0,600,60.64,250.25,First Class
ORD-1185,09-08-2024,CUST016,Sunita Pandey,Corporate,East,Odisha,Cuttack,Home & Kitchen,Decor,Curtains,4,2500,0,10000,2517.74,77.26,First Class
ORD-1186,22-08-2024,CUST014,Divya Chauhan,Home Office,North,Punjab,Ludhiana,Home & Kitchen,Decor,Table Lamp,5,1800,0,9000,1086.24,54.31,Standard Class
ORD-1187,23-09-2024,CUST014,Divya Chauhan,Home Office,North,Punjab,Chandigarh,Clothing,Women,Women Saree,4,3500,0,14000,3225.61,111.22,Standard Class
ORD-1188,05-09-2024,CUST003,Rohit Kumar,Corporate,North,Punjab,Chandigarh,Clothing,Kids,School Bag,5,1500,0.2,6000,824.18,498.8,Second Class
ORD-1189,15-09-2024,CUST022,Shruti Agarwal,Consumer,West,Gujarat,Ahmedabad,Electronics,Accessories,Smartwatch,2,8000,0.2,12800,2951.36,234.61,Standard Class
ORD-1190,10-09-2024,CUST013,Sanjay Yadav,Corporate,North,Punjab,Amritsar,Home & Kitchen,Decor,Wall Clock,1,1500,0.15,1275,237.19,322.04,First Class
ORD-1191,07-09-2024,CUST012,Meera Iyer,Consumer,North,Punjab,Ludhiana,Home & Kitchen,Appliances,Electric Kettle,2,1800,0.2,2880,796.66,122.17,Second Class
ORD-1192,23-09-2024,CUST014,Divya Chauhan,Home Office,North,Punjab,Chandigarh,Home & Kitchen,Decor,Photo Frame,4,600,0.2,1920,191.04,410.86,First Class
ORD-1193,08-09-2024,CUST009,Vikram Joshi,Consumer,South,Karnataka,Mangaluru,Clothing,Women,Women Dress,4,2200,0,8800,770.56,437.04,Standard Class
ORD-1194,15-09-2024,CUST001,Aarav Sharma,Consumer,North,Uttar Pradesh,Lucknow,Clothing,Kids,Kids T-Shirt,5,600,0.15,2550,409.58,167.65,Standard Class
ORD-1195,04-09-2024,CUST025,Aditya Bhatt,Consumer,East,Bihar,Patna,Electronics,Laptops,MacBook Air,4,115000,0,460000,65845.62,352.17,Second Class
ORD-1196,26-09-2024,CUST022,Shruti Agarwal,Corporate,South,Karnataka,Mysuru,Home & Kitchen,Decor,Wall Clock,1,1500,0.2,1200,167.46,128.51,First Class
ORD-1197,19-09-2024,CUST008,Anita Mehta,Consumer,East,Bihar,Gaya,Home & Kitchen,Furniture,Bookshelf,5,4500,0.2,18000,2204.65,105.03,Standard Class
ORD-1198,08-09-2024,CUST015,Nikhil Bose,Home Office,West,Rajasthan,Jaipur,Electronics,Mobiles,Vivo V27,2,22000,0,44000,9369.33,405.71,Standard Class
ORD-1199,10-09-2024,CUST020,Geeta Mishra,Corporate,South,Karnataka,Bengaluru,Home & Kitchen,Decor,Table Lamp,5,1800,0.2,7200,1214.36,310.86,Same Day
ORD-1200,07-09-2024,CUST015,Nikhil Bose,Consumer,East,West Bengal,Siliguri,Clothing,Men,Men Shirt,3,1200,0.15,3060,659.96,430.16,Same Day
ORD-1201,25-09-2024,CUST017,Arjun Malhotra,Corporate,South,Tamil Nadu,Chennai,Clothing,Men,Men Shoes,5,2800,0,14000,1355.35,197.41,Same Day
ORD-1202,16-09-2024,CUST007,Deepak Gupta,Consumer,West,Maharashtra,Mumbai,Electronics,Accessories,Power Bank,5,1200,0.1,5400,623.96,161.95,Same Day
ORD-1203,18-09-2024,CUST007,Deepak Gupta,Consumer,North,Punjab,Amritsar,Clothing,Kids,Kids T-Shirt,1,600,0,600,124.54,220.82,Same Day
ORD-1204,01-09-2024,CUST023,Ravi Shankar,Home Office,North,Punjab,Chandigarh,Clothing,Men,Men Kurta,1,1500,0.1,1350,188.49,428.19,Standard Class
ORD-1205,19-09-2024,CUST022,Shruti Agarwal,Corporate,North,Uttar Pradesh,Kanpur,Clothing,Kids,School Bag,3,1500,0,4500,1124.31,58.45,Second Class
ORD-1206,05-09-2024,CUST024,Nisha Tiwari,Home Office,East,West Bengal,Kolkata,Electronics,Accessories,USB Hub,1,800,0.2,640,59.2,323.71,Same Day
ORD-1207,06-09-2024,CUST001,Aarav Sharma,Home Office,East,Odisha,Cuttack,Clothing,Men,Men Shirt,4,1200,0,4800,1081.52,156.76,Standard Class
ORD-1208,11-10-2024,CUST005,Amit Singh,Consumer,North,Punjab,Chandigarh,Home & Kitchen,Decor,Table Lamp,3,1800,0,5400,1429.87,411.09,Same Day
ORD-1209,06-10-2024,CUST016,Sunita Pandey,Home Office,South,Karnataka,Mangaluru,Home & Kitchen,Decor,Table Lamp,3,1800,0.1,4860,979,265.57,First Class
ORD-1210,17-10-2024,CUST001,Aarav Sharma,Home Office,West,Maharashtra,Pune,Clothing,Men,Men Shirt,5,1200,0,6000,532.27,272.8,Second Class
ORD-1211,22-10-2024,CUST024,Nisha Tiwari,Corporate,East,West Bengal,Siliguri,Home & Kitchen,Furniture,Bookshelf,2,4500,0.2,7200,1809.34,445.18,First Class
ORD-1212,07-10-2024,CUST011,Rahul Tiwari,Corporate,West,Rajasthan,Jodhpur,Home & Kitchen,Appliances,Electric Kettle,2,1800,0.05,3420,821.7,403.17,First Class
ORD-1213,10-10-2024,CUST001,Aarav Sharma,Corporate,West,Gujarat,Surat,Home & Kitchen,Appliances,Air Fryer,1,5500,0.2,4400,1000.11,175.43,First Class
ORD-1214,02-10-2024,CUST024,Nisha Tiwari,Corporate,West,Gujarat,Surat,Clothing,Women,Women Saree,5,3500,0.05,16625,2239.99,347.38,Standard Class
ORD-1215,01-10-2024,CUST004,Sneha Verma,Consumer,South,Karnataka,Mangaluru,Clothing,Women,Women Shoes,4,2400,0.05,9120,1568.81,218.02,Same Day
ORD-1216,16-10-2024,CUST008,Anita Mehta,Consumer,North,Punjab,Ludhiana,Electronics,Mobiles,Vivo V27,5,22000,0,110000,28980.46,140.81,First Class
ORD-1217,22-10-2024,CUST010,Pooja Reddy,Corporate,North,Delhi,New Delhi,Home & Kitchen,Appliances,Induction Cooktop,5,4000,0,20000,4933.12,362.56,Same Day
ORD-1218,07-10-2024,CUST020,Geeta Mishra,Consumer,East,Odisha,Cuttack,Electronics,Accessories,Wireless Earbuds,1,3500,0.15,2975,826.34,439.93,Second Class
ORD-1219,20-10-2024,CUST025,Aditya Bhatt,Corporate,East,Odisha,Bhubaneswar,Home & Kitchen,Furniture,Bookshelf,5,4500,0,22500,2641.54,176.43,Same Day
ORD-1220,23-10-2024,CUST024,Nisha Tiwari,Corporate,West,Rajasthan,Jaipur,Home & Kitchen,Appliances,Induction Cooktop,1,4000,0,4000,733.16,283.31,Same Day
ORD-1221,08-10-2024,CUST010,Pooja Reddy,Home Office,North,Uttar Pradesh,Kanpur,Clothing,Men,Men Jeans,3,2500,0.15,6375,1769.86,222.23,Second Class
ORD-1222,15-10-2024,CUST019,Manoj Das,Home Office,South,Telangana,Warangal,Home & Kitchen,Appliances,Induction Cooktop,5,4000,0,20000,2418.85,103.71,Standard Class
ORD-1223,04-10-2024,CUST008,Anita Mehta,Consumer,East,Bihar,Gaya,Home & Kitchen,Furniture,Bookshelf,1,4500,0,4500,913.38,110.15,First Class
ORD-1224,11-10-2024,CUST021,Karan Oberoi,Consumer,South,Telangana,Warangal,Home & Kitchen,Decor,Cushion Set,4,1200,0,4800,751.53,416.86,Standard Class
ORD-1225,17-10-2024,CUST022,Shruti Agarwal,Consumer,West,Rajasthan,Jodhpur,Electronics,Laptops,Dell Inspiron,5,55000,0.05,261250,69233.39,455.34,First Class
ORD-1226,23-10-2024,CUST010,Pooja Reddy,Consumer,West,Gujarat,Ahmedabad,Home & Kitchen,Furniture,Sofa,2,25000,0.2,40000,3503.39,361.37,Standard Class
ORD-1227,07-10-2024,CUST023,Ravi Shankar,Corporate,East,West Bengal,Kolkata,Clothing,Women,Women Dress,3,2200,0,6600,625.89,371.99,First Class
ORD-1228,27-10-2024,CUST006,Kavya Nair,Consumer,West,Gujarat,Surat,Electronics,Accessories,Bluetooth Speaker,2,4500,0.1,8100,1221.39,483.39,Second Class
ORD-1229,19-10-2024,CUST023,Ravi Shankar,Corporate,West,Rajasthan,Jodhpur,Home & Kitchen,Appliances,Toaster,5,2200,0.2,8800,1844.44,147.99,Standard Class
ORD-1230,26-10-2024,CUST021,Karan Oberoi,Home Office,East,Odisha,Bhubaneswar,Electronics,Mobiles,Redmi Note 12,5,18000,0,90000,17792.75,191.15,Standard Class
ORD-1231,02-11-2024,CUST023,Ravi Shankar,Home Office,West,Rajasthan,Jodhpur,Electronics,Laptops,Asus VivoBook,3,42000,0.05,119700,28875.21,472.1,Same Day
ORD-1232,17-11-2024,CUST012,Meera Iyer,Corporate,West,Maharashtra,Nagpur,Clothing,Men,Men Shirt,5,1200,0,6000,520.78,472.72,Same Day
ORD-1233,05-11-2024,CUST010,Pooja Reddy,Home Office,East,Bihar,Patna,Electronics,Mobiles,Samsung S23,2,55000,0,110000,21330.62,275.78,First Class
ORD-1234,15-11-2024,CUST012,Meera Iyer,Corporate,South,Tamil Nadu,Madurai,Clothing,Kids,School Bag,3,1500,0.05,4275,1054.02,480.07,Same Day
ORD-1235,08-11-2024,CUST017,Arjun Malhotra,Corporate,North,Delhi,Rohini,Clothing,Women,Women Saree,1,3500,0,3500,892.04,403.49,First Class
ORD-1236,24-11-2024,CUST016,Sunita Pandey,Consumer,West,Rajasthan,Jaipur,Electronics,Laptops,Dell Inspiron,1,55000,0,55000,6602.51,151.53,Same Day
ORD-1237,17-11-2024,CUST025,Aditya Bhatt,Home Office,West,Gujarat,Surat,Home & Kitchen,Appliances,Toaster,1,2200,0.05,2090,553.77,431.79,Same Day
ORD-1238,24-11-2024,CUST016,Sunita Pandey,Consumer,South,Telangana,Warangal,Home & Kitchen,Furniture,Bookshelf,5,4500,0,22500,2047.15,224.14,Second Class
ORD-1239,07-11-2024,CUST019,Manoj Das,Corporate,South,Karnataka,Mysuru,Home & Kitchen,Furniture,Office Chair,1,8500,0,8500,1452.35,377.84,Standard Class
ORD-1240,09-11-2024,CUST021,Karan Oberoi,Consumer,West,Rajasthan,Jaipur,Electronics,Mobiles,Samsung S23,1,55000,0.15,46750,10253.43,226.28,Second Class
ORD-1241,08-11-2024,CUST004,Sneha Verma,Corporate,North,Uttar Pradesh,Kanpur,Home & Kitchen,Decor,Wall Clock,1,1500,0.1,1350,123.68,420.62,Second Class
ORD-1242,09-11-2024,CUST011,Rahul Tiwari,Home Office,North,Punjab,Chandigarh,Home & Kitchen,Decor,Table Lamp,1,1800,0,1800,260.03,72.35,Standard Class
ORD-1243,27-11-2024,CUST016,Sunita Pandey,Corporate,West,Gujarat,Surat,Home & Kitchen,Appliances,Mixer Grinder,2,3200,0.1,5760,1220.62,172.24,Same Day
ORD-1244,09-11-2024,CUST012,Meera Iyer,Corporate,North,Delhi,Dwarka,Home & Kitchen,Furniture,Study Table,4,6000,0.15,20400,2311.03,387.67,First Class
ORD-1245,27-11-2024,CUST018,Riya Kapoor,Consumer,South,Telangana,Hyderabad,Home & Kitchen,Furniture,Bookshelf,4,4500,0.15,15300,2497.43,309.48,Same Day
ORD-1246,12-11-2024,CUST020,Geeta Mishra,Consumer,West,Rajasthan,Jaipur,Home & Kitchen,Appliances,Air Fryer,4,5500,0.15,18700,4901.66,140.42,Second Class
ORD-1247,05-11-2024,CUST016,Sunita Pandey,Consumer,East,West Bengal,Asansol,Clothing,Kids,Kids Jacket,1,1800,0,1800,287.43,335.05,Standard Class
ORD-1248,19-11-2024,CUST018,Riya Kapoor,Consumer,East,Odisha,Bhubaneswar,Home & Kitchen,Furniture,Study Table,1,6000,0.15,5100,778.73,190.85,First Class
ORD-1249,10-11-2024,CUST006,Kavya Nair,Home Office,West,Rajasthan,Jodhpur,Clothing,Women,Women Blazer,2,3200,0.05,6080,1019.16,169.12,Standard Class
ORD-1250,07-11-2024,CUST003,Rohit Kumar,Home Office,West,Maharashtra,Pune,Home & Kitchen,Appliances,Induction Cooktop,3,4000,0,12000,1567.16,468.3,First Class
ORD-1251,04-11-2024,CUST007,Deepak Gupta,Consumer,South,Tamil Nadu,Coimbatore,Home & Kitchen,Decor,Cushion Set,5,1200,0.05,5700,719.1,165.93,First Class
ORD-1252,17-11-2024,CUST023,Ravi Shankar,Corporate,East,Bihar,Gaya,Clothing,Kids,Kids Jeans,3,1200,0.1,3240,533.66,345.18,First Class
ORD-1253,03-12-2024,CUST009,Vikram Joshi,Corporate,South,Tamil Nadu,Chennai,Clothing,Women,Women Blazer,4,3200,0,12800,2109.42,184.13,Same Day
ORD-1254,02-12-2024,CUST019,Manoj Das,Consumer,South,Tamil Nadu,Chennai,Home & Kitchen,Appliances,Electric Kettle,1,1800,0.1,1620,254.99,328.07,First Class
ORD-1255,03-12-2024,CUST009,Vikram Joshi,Corporate,South,Karnataka,Mangaluru,Clothing,Men,Men Shirt,5,1200,0,6000,1056.22,359.28,Standard Class
ORD-1256,02-12-2024,CUST012,Meera Iyer,Corporate,West,Gujarat,Surat,Clothing,Kids,Kids Jeans,4,1200,0.1,4320,738.91,239.33,Standard Class
ORD-1257,23-12-2024,CUST004,Sneha Verma,Corporate,East,Bihar,Gaya,Home & Kitchen,Appliances,Air Fryer,4,5500,0,22000,5758.01,220.82,Standard Class
ORD-1258,07-12-2024,CUST001,Aarav Sharma,Corporate,East,West Bengal,Kolkata,Home & Kitchen,Appliances,Air Fryer,5,5500,0.1,24750,4934.63,51.72,First Class
ORD-1259,28-12-2024,CUST021,Karan Oberoi,Consumer,South,Karnataka,Mangaluru,Home & Kitchen,Decor,Cushion Set,3,1200,0.2,2880,764.18,409.96,Second Class
ORD-1260,11-12-2024,CUST005,Amit Singh,Home Office,North,Delhi,Rohini,Home & Kitchen,Decor,Cushion Set,4,1200,0.2,3840,845.21,499.5,First Class
ORD-1261,02-12-2024,CUST017,Arjun Malhotra,Consumer,South,Tamil Nadu,Coimbatore,Home & Kitchen,Decor,Wall Clock,1,1500,0,1500,339.67,347.38,Second Class
ORD-1262,18-12-2024,CUST025,Aditya Bhatt,Home Office,South,Karnataka,Mysuru,Clothing,Men,Men Kurta,3,1500,0,4500,648.27,126.49,Same Day
ORD-1263,23-12-2024,CUST013,Sanjay Yadav,Consumer,East,West Bengal,Kolkata,Electronics,Accessories,Power Bank,3,1200,0,3600,650.09,199.43,Second Class
ORD-1264,16-12-2024,CUST024,Nisha Tiwari,Corporate,East,Odisha,Cuttack,Electronics,Accessories,Power Bank,1,1200,0.2,960,250.1,336.95,Second Class
ORD-1265,25-12-2024,CUST015,Nikhil Bose,Corporate,West,Gujarat,Ahmedabad,Home & Kitchen,Appliances,Induction Cooktop,2,4000,0.1,7200,1044.5,238.34,Standard Class
ORD-1266,19-12-2024,CUST001,Aarav Sharma,Consumer,West,Gujarat,Surat,Electronics,Accessories,Wireless Earbuds,4,3500,0.1,12600,2227.46,412.63,Second Class
ORD-1267,12-12-2024,CUST001,Aarav Sharma,Consumer,West,Gujarat,Vadodara,Electronics,Mobiles,Vivo V27,2,22000,0,44000,5940.37,168,Second Class
ORD-1268,01-12-2024,CUST020,Geeta Mishra,Consumer,West,Gujarat,Vadodara,Clothing,Kids,School Bag,5,1500,0,7500,1900.05,456.49,Same Day
ORD-1269,28-12-2024,CUST025,Aditya Bhatt,Consumer,North,Delhi,Rohini,Clothing,Kids,School Bag,1,1500,0,1500,307.62,148.57,First Class
ORD-1270,06-12-2024,CUST007,Deepak Gupta,Home Office,West,Maharashtra,Pune,Electronics,Laptops,MacBook Air,3,115000,0,345000,54591,376.34,Second Class
ORD-1271,03-12-2024,CUST012,Meera Iyer,Corporate,North,Delhi,Rohini,Home & Kitchen,Furniture,Bookshelf,4,4500,0,18000,2317.84,135.18,Standard Class
ORD-1272,16-12-2024,CUST004,Sneha Verma,Consumer,North,Delhi,Rohini,Home & Kitchen,Furniture,Study Table,4,6000,0.2,19200,4298.45,465.49,First Class
ORD-1273,03-12-2024,CUST012,Meera Iyer,Consumer,East,Odisha,Bhubaneswar,Clothing,Women,Women Shoes,1,2400,0,2400,615.9,371.11,Second Class
ORD-1274,05-12-2024,CUST003,Rohit Kumar,Corporate,East,Bihar,Gaya,Home & Kitchen,Furniture,Sofa,3,25000,0,75000,13041.3,69.95,Same Day
